date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,flat_wear_rs,prana_wear_rs,elec_saving_rs,alt_extra_rs,wear_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-05-02,11861151.321084497,11854362.551311383,6788.769773114473,11861151.321084497,11844306.708511382,0.0,0.0,0.0,10055.842799999995,16844.612573115155,0.0,10055.842799999995,1895.9615760000006,1896.9965830000003,78.998399,82.272458,-72385.65816326533,3813.97,2344.101666666667,1.4359228610992432
2026-05-03,10716717.694164643,10654926.723721748,61790.970442894846,10716717.694164643,10641433.402921747,0.0,0.0,0.0,13493.320799999956,75284.29124289565,0.0,13493.320799999956,1895.9615760000006,1898.27927775,78.998399,82.884367,-85914.25850340119,4005.62,1811.560625,0.7451632022857666
2026-05-04,11355901.772209657,11346266.902109616,9634.870100041851,11355901.772209657,11337702.421709616,0.0,0.0,0.0,8564.480399999999,18199.35050004162,0.0,8564.480399999999,1895.9615760000006,1897.47367725,78.998399,81.304617,-50987.81292516994,3921.9,2108.993125,1.659212350845337
2026-05-05,12413061.823417943,12406479.47284367,6582.350574273616,12413061.823417943,12398115.258539747,0.0,0.0,0.0,8364.214303921417,14946.564878195524,0.0,8364.214303921417,1895.9615760000006,1896.6206815,78.998399,80.858676,-41128.5731292516,4601.04,2600.9230208333333,2.5096092224121094
2026-05-06,13259388.09379032,13222862.962497963,36525.13129235804,13259388.09379032,13210999.976427682,0.0,0.0,0.0,11862.98607028103,48388.117362638935,0.0,11862.98607028103,1895.9615760000006,1898.8871422500001,78.998399,82.884367,-85914.25850340119,4650.99,2994.7453125000006,1.0618834495544434
2026-05-07,13153562.556545474,13148930.50300257,4632.053542904556,13153562.556545474,13145354.532054292,0.0,0.0,0.0,3575.970948276295,8208.024491181597,0.0,3575.970948276295,1895.9615760000006,1896.5483919999997,78.998399,80.807904,-40006.06292516994,4511.53,2945.5013541666667,0.9461817741394043
2026-05-08,13941894.779564278,13900336.811049242,41557.96851503663,13941894.779564278,13889474.409849241,0.0,0.0,0.0,10862.401199999997,52420.369715036824,0.0,10862.401199999997,1895.9615760000006,1898.9049989999999,78.998399,82.884367,-85914.25850340119,4299.82,3312.3371875,0.7925286293029785
2026-05-09,13586531.42473925,13569186.020101367,17345.40463788435,13586531.42473925,13551741.940501366,0.0,0.0,0.0,17444.0796,34789.4842378851,0.0,17444.0796,1895.9615760000006,1897.9699234999998,78.998399,82.884367,-85914.25850340119,4951.5,3146.9754166666667,0.8177692890167236
2026-05-10,13282524.376533138,13010225.39100198,272298.9855311569,13282524.376533138,12995041.39140198,0.0,0.0,0.0,15183.9996,287482.98513115756,0.0,15183.9996,1895.9615760000006,1900.20916975,78.998399,82.884367,-85914.25850340119,9970.29,3005.5113541666665,1.9211299419403076
2026-05-11,16851103.58646389,16323482.642241953,527620.944221938,16851103.58646389,16198627.730076954,0.0,0.0,0.0,124854.912165,652475.8563869372,0.0,124854.912165,1895.9615760000006,1901.7712389999997,78.998399,85.0,-132688.45748299314,9951.49,4666.083750000001,1.9703054428100586
2026-05-12,19624161.702272616,19243552.460457973,380609.24181464314,19624161.702272616,19139375.729727972,0.0,0.0,0.0,104176.73073000001,484785.972544644,0.0,104176.73073000001,1895.9615760000006,1899.0073779999998,78.998399,85.0,-132688.45748299314,8436.7,5956.475104166667,2.9459221363067627
2026-05-13,18068844.491900004,17648532.464321453,420312.0275785513,18068844.491900004,17530560.647726454,0.0,0.0,0.0,117971.816595,538283.8441735506,0.0,117971.816595,1895.9615760000006,1901.6652015,78.998399,85.0,-132688.45748299314,8743.86,5232.736979166667,3.8193490505218506
2026-05-14,15992487.690894803,15514117.998133143,478369.6927616596,15992487.690894803,15408899.22162725,0.0,0.0,0.0,105218.77650589368,583588.4692675527,0.0,105218.77650589368,1895.9615760000006,1902.49412725,78.998399,84.48436,-121288.25340136047,9999.04,4266.542708333333,3.258556365966797
2026-05-15,16092831.697134336,15578537.48352909,514294.2136052456,16092831.697134336,15452173.235319091,0.0,0.0,0.0,126364.24821,640658.4618152454,0.0,126364.24821,1895.9615760000006,1902.879336,78.998399,85.0,-132688.45748299314,10000.0,4313.2359375,0.9946374893188477
2026-05-16,17577726.22116346,17100450.979761958,477275.241401501,17577726.22116346,16974739.208781958,0.0,0.0,0.0,125711.77098,602987.0123815015,0.0,125711.77098,1895.9615760000006,1901.29430875,78.998399,85.0,-132688.45748299314,9448.0,5004.204166666667,1.0040645599365234
2026-05-17,18217130.12456263,17749790.945890673,467339.17867195606,18217130.12456263,17637545.37322067,0.0,0.0,0.0,112245.57267000001,579584.7513419576,0.0,112245.57267000001,1895.9615760000006,1899.78494375,78.998399,85.0,-132688.45748299314,9551.19,5301.738958333332,0.7580382823944092
2026-05-18,17424626.14461913,16934682.009147465,489944.13547166437,17424626.14461913,16808217.722974963,0.0,0.0,0.0,126464.2861725,616408.4216441661,0.0,126464.2861725,1895.9615760000006,1901.2370270000001,78.998399,85.0,-132688.45748299314,9950.24,4932.961875,0.8040943145751953
