date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,flat_wear_rs,prana_wear_rs,elec_saving_rs,alt_extra_rs,wear_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-06-28,18587300.351129666,18157443.353256524,429856.99787314236,18587300.351129666,18074769.053946525,0.0,0.0,0.0,82674.29931,512531.2971831411,0.0,82674.29931,1895.9615760000006,1898.41531725,78.998399,85.0,-132688.45748299314,9990.09,5473.990833333333,0.6014289855957031
2026-06-29,16054508.66115664,15570318.224648677,484190.43650796264,16054508.66115664,15517886.151436176,0.0,0.0,0.0,52432.0732125,536622.5097204633,0.0,52432.0732125,1895.9615760000006,1899.2806899999998,78.998399,84.0146,-110902.40306122438,9976.71,4295.403020833333,0.6097209453582764
2026-06-30,13348653.7528284,13196190.563128248,152463.18970015272,13348653.7528284,13109438.877433248,0.0,0.0,0.0,86751.68569500001,239214.87539515272,0.0,86751.68569500001,1895.9615760000006,1902.1533422500002,78.998399,85.0,-132688.45748299314,9976.41,3036.2834375,0.6174156665802002
2026-07-01,13082765.137368115,13029303.619390635,53461.517977479845,13082765.137368115,12941691.737710634,0.0,0.0,0.0,87611.88168,141073.39965748042,0.0,87611.88168,1895.9615760000006,1901.7466504999998,78.998399,85.0,-132688.45748299314,6334.34,2912.557083333333,0.6257681846618652
2026-07-02,12561401.405072784,12225779.737432882,335621.66763990186,12561401.405072784,12107675.434822882,0.0,0.0,0.0,118104.30261,453725.97024990246,0.0,118104.30261,1895.9615760000006,1902.8236419999998,78.998399,85.0,-132688.45748299314,9950.51,2669.9501041666667,0.6068599224090576
2026-07-03,13761438.534583448,13609795.383058775,151643.15152467228,13761438.534583448,13547487.345463727,0.0,0.0,0.0,62308.037595048016,213951.18911972083,0.0,62308.037595048016,1895.9615760000006,1901.4748610000001,78.998399,83.86608,-107618.79761904757,9600.29,3228.365208333334,0.610816240310669
2026-07-04,13307442.990711587,13264388.616617596,43054.37409399077,13307442.990711587,13252124.619032767,0.0,0.0,0.0,12263.997584828958,55318.37167881988,0.0,12263.997584828958,1895.9615760000006,1900.4876937499998,78.998399,82.884367,-85914.25850340119,9600.83,3017.1067708333335,0.7555763721466064
2026-07-05,10683894.992990373,10648078.032208582,35816.960781790316,10683894.992990373,10628949.529408582,0.0,0.0,0.0,19128.5028,54945.46358179115,0.0,19128.5028,1895.9615760000006,1899.10187925,78.998399,82.884367,-85914.25850340119,3973.17,1796.2871875,0.967681884765625
2026-07-06,14020114.774192864,13490970.058877228,529144.7153156362,14020114.774192864,13365516.611394728,0.0,0.0,0.0,125453.44748249999,654598.1627981365,0.0,125453.44748249999,1895.9615760000006,1903.387913,78.998399,85.0,-132688.45748299314,9976.65,3348.7354166666664,0.8578126430511475
2026-07-07,13751725.477437997,13700678.790005796,51046.68743220158,13751725.477437997,13656142.220968295,0.0,0.0,0.0,44536.5690375,95583.25646970235,0.0,44536.5690375,1895.9615760000006,1901.0655732499997,78.998399,83.456554,-98564.65136054414,7600.04,3223.845416666667,0.6213860511779785
