date,flat_bill_rs,prana_bill_rs,saving_rs,flat_elec_rs,prana_elec_rs,flat_alt_rs,prana_alt_rs,elec_saving_rs,alt_extra_rs,flat_mwh,prana_mwh,flat_peak_mw,prana_peak_mw,md_saving_rs,rtm_spread_rs_mwh,rtm_mean_rs_mwh,solve_s
2026-05-17,10495595.553438466,10363193.839177702,132401.71426076442,10495595.553438466,10363193.839177702,0.0,0.0,132401.71426076442,0.0,1102.090512,1102.97761175,45.920438,47.459088,-30877.670068027335,9551.19,5301.738958333332,0.4668865203857422
2026-05-18,10034926.34575302,9886095.01981173,148831.32594128884,10034926.34575302,9886095.01981173,0.0,0.0,148831.32594128884,0.0,1102.090512,1103.10134925,45.920438,47.459088,-30877.670068027335,9950.24,4932.961875,0.5770132541656494
2026-05-19,10008099.670160474,9864723.473811897,143376.19634857774,10008099.670160474,9864723.473811897,0.0,0.0,143376.19634857774,0.0,1102.090512,1103.0514790000002,45.920438,47.459088,-30877.670068027335,9900.42,4911.486458333334,0.4211549758911133
2026-05-20,10795036.784337407,10660594.068607816,134442.7157295905,10795036.784337407,10660594.068607816,0.0,0.0,134442.7157295905,0.0,1102.090512,1103.1099115000002,45.920438,47.459088,-30877.670068027335,9900.98,5541.4490625,0.4457821846008301
2026-05-21,12017756.824596668,11916015.938329695,101740.88626697287,12017756.824596668,11916015.938329695,0.0,0.0,101740.88626697287,0.0,1102.090512,1102.8972465,45.920438,47.459088,-30877.670068027335,8987.91,6520.266666666666,0.6041309833526611
2026-05-22,11894970.821757864,11788081.454192093,106889.36756577156,11894970.821757864,11788081.454192093,0.0,0.0,106889.36756577156,0.0,1102.090512,1102.7894875000002,45.920438,47.459088,-30877.670068027335,9970.86,6421.9734375,0.6300756931304932
2026-05-23,11491630.289039114,11379318.426970193,112311.86206892133,11491630.289039114,11379318.426970193,0.0,0.0,112311.86206892133,0.0,1102.090512,1102.7749162500002,45.920438,47.459088,-30877.670068027335,9970.56,6099.089375,0.38022708892822266
2026-05-24,9208498.856718188,9049489.190314732,159009.66640345566,9208498.856718188,9049489.190314732,0.0,0.0,159009.66640345566,0.0,1102.090512,1102.8201445,45.920438,47.459088,-30877.670068027335,9949.5,4271.38625,0.4152843952178955
2026-05-25,11891758.47556574,11794137.717049541,97620.75851619989,11891758.47556574,11794137.717049541,0.0,0.0,97620.75851619989,0.0,1102.090512,1103.2296930000002,45.920438,47.459088,-30877.670068027335,7999.13,6419.4018750000005,0.40613436698913574
2026-05-26,11827534.063000087,11719260.383299202,108273.67970088497,11827534.063000087,11719260.383299202,0.0,0.0,108273.67970088497,0.0,1102.090512,1102.7546177500003,45.920438,47.459088,-30877.670068027335,7900.33,6367.988645833334,0.3442103862762451
